url,verdict,claim_text
https://www.factcrescendo.com/clipped-video-showing-manmohan-singh-asked-to-vacate-sonia-gandhis-chair/amp/,MISSING CONTEXT,सोनिया गांधी प्रधानमंत्री की कोई इज्जत नहीं करती थी। तत्कालीन प्रधानमंत्री मनमोहन सिंह को कुर्सी से हटा दिया गया ताकि उसपर सोनिया गांधी बैठ सके।
https://www.factcrescendo.com/clipped-old-video-of-pm-modi-viral-with-a-false-claim/,MISSING CONTEXT,"प्रधानमंत्री मोदी ने कृषी कानूनों, अग्निवीर योजना और नोटबंदी के दस्तावेज़ो को बिना पढ़े ही साइन कर दिया। सोशल मीडिया पर यूज़र्स उनपर तंज कस रहे है।"
https://www.factcrescendo.com/the-woman-seen-with-the-jai-bhim-scarf-and-bhimrao-ramji-ambedkars-picture-is-not-a-collector-but-an-influencer-and-youtuber/amp/,MISLEADING, भीमराव अंबेडकर की वजह से आज यह दलित महिला कलेक्टर है
https://www.factcrescendo.com/the-viral-video-of-the-opinion-poll-of-abp-news-going-viral-regarding-the-rajasthan-assembly-elections-is-old/,MISLEADING, एबीपी न्यूज के इस ओपिनियन पोल के मुताबिक आगामी राजस्थान विधानसभा चुनाव में अशोक गहलोत लोगों की पहली पसंद हैं।
https://www.factcrescendo.com/the-video-of-2019-is-being-falsely-linked-to-the-upcoming-lok-sabha-elections/,MISLEADING,आगामी लोकसभा चुनाव में मोदी की जीत के लिए मुंबई की लोकल ट्रेन में लोग अपील कर रहे हैं।
https://www.factcrescendo.com/are-pakistanis-now-in-fear-after-atiq-ahmeds-murder-no-the-video-is-old/,MISLEADING,"पाकिस्तान मीडिया में सीएम योगी का डर! अतीक अहमद, असद अहमद एनकाउंटर ।"
https://www.factcrescendo.com/this-video-of-police-arresting-girls-drinking-alcohol-mixed-with-a-cold-drink-is-scripted/amp/,MISLEADING,कोल्डड्रिंक में शराब मिलाकर पी रहीं पापा की परियां जब पुलिस ने पकड़ा तो देखिए..
https://www.factcrescendo.com/pm-modis-claim-of-taking-any-major-step-soon-is-misleading/amp/,MISLEADING, पीएम मोदी जल्द ही कोई बड़ा कदम उठा सकते हैं। जिसके लिए उन्होंने सबको सतर्क किया है।
https://www.factcrescendo.com/pm-modi-is-not-speaking-about-bjp-agenda/amp/,MISSING CONTEXT,"पीएम मोदी कहते है कि “गरीब को सिर्फ सपने दिखाओ, झूठ  बोलो, उसे आपस में लड़ाओ और राज करो।”              "
https://www.factcrescendo.com/ashok-gehlot-is-not-supporting-amritpal-singh-or-the-khalistan-movement/,MISSING CONTEXT, अशोक गहलोत ने अलगाववादी खालिस्तान आंदोलन की मांग करनेवाले वारिस पंजाब दे प्रमुख अमृतपाल सिंह का समर्थन करते हुए अपने विचार व्यक्त किए।
https://www.factcrescendo.com/this-video-of-tejashwi-yadav-has-nothing-to-do-with-the-arrest-of-manish-kashyap-or-the-bihar-bandh/,MISSING CONTEXT,मनीष कश्यप के समर्थन में बिहार बंद डर gye तेजस्वी यादव सदन में कहा नहीं बनना है मुख्यमंत्री । 
https://www.factcrescendo.com/the-news-of-virat-kohli-visiting-bageshwar-dham-with-his-mother-is-false/,MISSING CONTEXT,जब विराट कोहली और उनकी मां पहुंची बागेश्वर धाम सरकार के दरबार में 
https://www.factcrescendo.com/2019-video-of-barmer-viral-with-misleading-claim/amp/,MISSING CONTEXT,हाल में राजस्थान के बाड़मेर के सेड़वा गांव में मौलाना ने सभी मुसलमानों के लिए फतवा जारी किया है।
https://www.factcrescendo.com/did-virat-kohli-and-anushka-sharma-reach-for-the-visit-of-bageshwar-dham/,MISLEADING,विराट कोहली और अनुष्का शर्मा बागेश्वर धाम पहुंचे हैं।
https://www.factcrescendo.com/image-from-2020-shared-as-cheetah-helicopter-crash-in-arunachal-pradesh/,MISSING CONTEXT,"दुख:द समाचार, अरुणाचल प्रदेश के दिरांग में आर्मी हेलिकॉप्टर “चीता” के क्रैश होने की खबर"
https://www.factcrescendo.com/this-video-of-a-woman-insisting-on-sitting-on-the-bus-drivers-seat-is-scripted/,MISLEADING,बस ड्राइवर की सीट पर बैठने की ज़िद कर रही महिला
https://www.factcrescendo.com/pm-modi-did-not-say-that-he-is-uneducated-2/amp/,MISSING CONTEXT, प्रधानमंत्री मोदी ने खुद कहा की वे पढ़े लिखे नहीं है। 
https://www.factcrescendo.com/is-indias-first-cable-car-built-in-bengaluru/amp/,MISLEADING,कर्नाटक सरकार ने नागरिकों की ट्रैफिक जाम की समस्या को दूर करने के लिए यह कदम उठाया है।
https://www.factcrescendo.com/case-of-murder-of-a-youth-in-telangana-due-to-love-affair-viral-with-fake-communal-claim/amp/,MISLEADING,"तेलांगना के हरीश नाम के युवक को मुस्लिम युवती से शादी करना पड़ा भारी, लड़की के परिवारवालों ने चाकू घोंप-घोंप कर की हरीश की हत्या"
https://www.factcrescendo.com/this-video-of-barat-being-taken-out-on-bulldozer-is-from-gujarat-and-not-from-up/,MISLEADING,यूपी में विवाह में अब बारात भी बुलडोजर पर निकलने लगी है।
https://www.factcrescendo.com/clipped-video-of-uddhav-thackeray-viral-with-false-claim/amp/,MISSING CONTEXT,उद्धव ठाकरे औरंगजेब को अपना भाई बताते हुए नजर आ रहे हैं । साथ ही वो कह रहे हैं कि औरंगज़ेब ने देश के लिए अपनी जान दी है। 
https://www.factcrescendo.com/sadhgurus-photo-with-daughter-viral-with-the-misleading-claim/amp/,MISLEADING,अत्यंत संस्कारी बाबा जी
https://www.factcrescendo.com/did-the-bjp-spokesperson-gaurav-bhatia-say-that-narendra-modi-becoming-the-prime-minister-is-an-insult-to-democracy/amp/,MISLEADING,बीजेपी के प्रवक्ता गौरव भाटिया ने एक टीवी डिबेट के दौरान यह कहा की नरेंद्र मोदी का प्रधानमंत्री बनना ‘लोकतंत्र का अपमान’ है
https://www.factcrescendo.com/false-news-about-lockdown-in-rajasthan-till-march-31st-viral-on-the-internet/,MISSING CONTEXT,राजस्थान  सरकार की तरफ से लॉकडाउन की कोई घोषणा की गयी है 
https://www.factcrescendo.com/clipped-video-of-rahul-gandhi-saying-this-country-doesnt-belong-to-priests-viral/,MISSING CONTEXT,अब इनको पुजारियों से भी तकलीफ़ हैं।
https://www.factcrescendo.com/video-of-a-bangladeshi-body-builder-kicking-his-prize-viral-with-a-false-claim/amp/,MISSING CONTEXT,ये कैसी मानसिकता है। अगर एक SC अगर मेडल जीत गया है तो उसे कोनें मे खड़ा होने कों बोल रहें? ऐसे मनुवादी लोगों कों ऐसे ही किक करते रहो रास्ता ख़ुद रास्ता खोल देगा
https://www.factcrescendo.com/unrelated-images-passed-off-as-the-images-of-the-recent-manipur-landslide/amp/,MISSING CONTEXT,ये तस्वीरें मणिपुर में हुई भूस्खलन की घटना की है। 
https://www.factcrescendo.com/old-picture-of-sharad-pawar-and-eknath-shinde-viral-as-recent/,MISSING CONTEXT,यही है पवार पॉवर! उद्धव ठाकरे से एनसीपी से गठबंधन तोड़ने की बात कहने वाले शिंदे साहब।“
https://www.factcrescendo.com/clipped-video-of-amit-shah-showing-he-couldnt-answer-a-reporters-question-falsely-shared/amp/,MISSING CONTEXT,आख़िर अमित शाह ने क्यों साधी चुप्पी ? पत्रकार ने पूछे कुछ ऐसे सवाल। पत्रकार – जब बारिश आया इधर बाढ़ आया तब मोदी सरकार तेलंगाना का कोई मदद नहीं किया अमित शाह – चुप्पी
https://www.factcrescendo.com/justice-suryakant-and-justice-pardiwala-was-not-having-lunch-with-ndtv-owner-prannoy-roy/amp/,MISSING CONTEXT,"नूपुर शर्मा के आवेदन पर टिप्पणी करने वाले सुप्रीम कोर्ट के न्यायाधीश, भारत विरोधी धर्मयुद्ध के गणमान्य व्यक्तियों के साथ 7-सितारा होटल में दोपहर का भोजन कर रहे हैं"
https://www.factcrescendo.com/clipped-video-of-rahul-gandhis-speech-linked-to-agnipath-protest-viral/amp/,MISSING CONTEXT,अग्निपथ योजना के खिलाफ हो रहे आंदोलन के संबन्ध में राहुल गांधी ऐसा कह रहे है।
https://www.factcrescendo.com/old-video-of-nitish-kumar-calling-bjp-badka-jhootta-party-viral-as-recent/,MISSING CONTEXT,BJP के सहयोग से सरकार चला रहे माननीय मुख्यमंत्री BJP का मतलब बता रहें। जरूर सुनिए और साझा करके सबको सुनाइए।“
https://www.factcrescendo.com/old-video-of-shivsena-ncp-leaders-fighting-linked-to-maharashtra-political-crisis/,MISSING CONTEXT,राज्य में चल रहे हंगामे के बीच शिवसेना और राष्ट्रवादी कांग्रेस के नेता आपस में लड़ रहे है।
https://www.factcrescendo.com/video-of-police-lathicharge-in-ranchi-viral-as-lathicharge-in-prayagraj-against-agnipath-protesters/amp/,MISSING CONTEXT,इस कैमरा मैन को सलामी देते हैं जिन्होंने इस दृश्य को क्रिकेट कामेंट्री में बदल दिया। प्रयागराज अटाला।“
https://www.factcrescendo.com/old-video-of-azam-khan-saying-that-ram-krishna-are-his-ideals-viral/,MISSING CONTEXT,जेल से छूटने के बाद आज़म खान ने बोला कि राम और कृष्ण उनके आदर्श
https://www.factcrescendo.com/old-images-of-naga-sadhus-in-kumbh-mela-linked-to-nupur-sharma-row/,MISSING CONTEXT,"गा साधुओं ने भी नूपुर शर्मा के समर्थन का ऐलान कर दिया हैं। कल्पना करिये उस दृष्य का जब 18 लाख नागा साधु सड़क पर उतरेंगे। महा तांडव आपका स्वागत है,हर हर महादेव।"
https://www.factcrescendo.com/old-video-of-nupur-sharma-saying-hows-the-josh-high-sir-shared-as-recent/,MISSING CONTEXT,How Is The Josh” बोल रही नूपुर शर्मा
https://www.factcrescendo.com/scripted-video-about-groom-beaten-for-asking-dowry-goes-viral-as-real-incident/,MISSING CONTEXT,"दहेज ना मिलने पर दूल्हे ने किया शादी से इंकार, तो दुल्हन के भाई ने जमकर की पिटाई"
https://www.factcrescendo.com/false-news-about-bjp-leaders-prohibited-from-entering-meerut-police-station/,MISLEADING, मेरठ पुलिस ने “भाजपा कार्यकर्ताओं को अंदर जाना मना है” का बोर्ड लगाया है
https://www.factcrescendo.com/pm-modi-was-not-ignored-by-joe-biden-in-quad-leaders-meet/,MISSING CONTEXT,अमेरिकी राष्ट्रपति जो बाइडन ने पीएम मोदी को नज़र अंदाज किया।
https://www.factcrescendo.com/video-of-people-beating-a-dj-during-eid-in-bangladesh-passed-off-as-from-india/,MISSING CONTEXT,भारत में कुछ हिंदू मस्जिद के सामने हनुमान चालिसा पढ़ रहे थे और इसलिए मुस्लिमों ने उन्हें पीटा। 
https://www.factcrescendo.com/old-video-of-sonia-gandhi-saying-she-not-afraid-of-anyone-resurface-with-missing-context/amp/,MISSING CONTEXT,जिस खून में नेहरू जैसी धरोहर का खून शामिल हो वो कभी किसी से नहीं डर सकते हैं। राहुल गांधी ने पहले ही बोल दिया है मैं डरने वाला नहीं हूं। अब ऐसा सोनिया बोल रही हैं। 
https://www.factcrescendo.com/false-news-about-gold-chariot-washed-on-the-shores-of-srikakulam-viral-on-the-internet/,MISSING CONTEXT,इस तूफान के चलते समुद्र में एक सोने का रथ बहकर आया है।
https://www.factcrescendo.com/old-video-of-ashok-gehlot-saying-hindutva-ka-mahol-ban-gaya-hai-viral-as-recent/,MISSING CONTEXT,राजस्थान में हिन्दूओ पर जगह जगह हमले होने कारण भी शायद यही है। “माहौल हिंदुत्व का बन गया है हम भी घबरा गये है” – अशोक गेहलोत की स्वीकृति” 
https://www.factcrescendo.com/old-video-of-hanuman-chalisa-in-london-viral-as-recent/,MISSING CONTEXT,"लंदन ब्रिज पर हनुमान चालीसा, यहां देशद्रोह का मामला नहीं हुआ, मुंबई में हनुमान चालीसा पढ़ने पर जेल भेजा जा रहा है। विश्वभर में हिन्दू जाग रहे हैं,अपने धर्म का प्रचार प्रसार कर रहे हैं।"
https://www.factcrescendo.com/muslims-are-not-fighting-for-food-after-their-ramzan-fast/,MISSING CONTEXT,लोग दिनभर भूखे रहने के बाद अब खाने के लिये लड़ रहे है।
https://www.factcrescendo.com/video-of-police-questioning-people-taking-out-rally-with-swords-in-assam/,MISSING CONTEXT,पुलिस प्रशासन जब चाहेगा गुंडागर्दी 1 दिन में खत्म कर डालेगा। ऐसे पुलिस ऑफिसर को हम सेलूट करते हैं जो दंगा नियंत्रण करने के लिए मेहनत करते हैं और दंगे फसाद नहीं होने देते।
https://www.factcrescendo.com/an-old-photo-of-ias-keeping-his-shoe-on-a-hospital-bed-is-shared-as-a-recent-incident/,MISSING CONTEXT,मरीजों से मिलने गए तो यूं रहा छत्तीसगढ़ के प्रशिक्षु अफसर सोनकर का अंदाज।” अफसर के इस रवैये को लेकर उनपर कड़ी आपत्ती जताई जा रहीं है। 
https://www.factcrescendo.com/video-od-children-being-given-arms-training-in-afghanistan-viral-as-from-india/,MISSING CONTEXT,मदरसे में छात्र उच्च शिक्षा प्राप्त करते हुए।
https://www.factcrescendo.com/old-news-of-world-bank-removing-indias-developing-country-tag-viral-as-recent/amp/,MISSING CONTEXT,र्ल्ड बैंक ने भारत का विकासशील देश का टैग हटा दिया है। अब भारत को लोअर मिडिल इनकम कैटेगरी में गिना जायेगा। 
https://www.factcrescendo.com/old-image-of-yogi-adityanath-drinking-water-from-handpump-viral-as-recent/amp/,MISSING CONTEXT,"बिस्लरी की बोतल मंगाकर प्यास बुझाते मुख्यमंत्री बहुत देखे होंगे, पर ऐसा मुख्यमंत्री नही देखा होगा, जो अपनी प्यास बुझाने के लिए हैंडपंप तक पहुँच जाए। "
https://www.factcrescendo.com/scripted-video-showing-love-jihad-viral-on-the-internet/,MISSING CONTEXT, मुस्लिम लड़के ऐसे लव जिहाद को अंजाम देते है। 
https://www.factcrescendo.com/old-video-from-phagwara-linked-to-recent-hindu-new-year-violence/,MISSING CONTEXT,हिंदु नववर्ष के दिन हिंदुओं द्वारा निकाली गयी रैली पर मुस्लिम समुदाय के लोगों ने हमला किया की।
https://www.factcrescendo.com/old-news-of-worlds-smallest-satellite-designed-by-tamil-nadu-students-revived-again/,MISSING CONTEXT,25 मार्च को तमिलनाडु के इन छात्रों ने दुनिया का सबसे छोटा सैटेलाइट बनाया जिसे नासा ने लॉन्च किया।
https://www.factcrescendo.com/false-news-about-yogi-scolding-a-brahmin-on-stage-is-going-viral-on-the-internet/,MISSING CONTEXT,एक 72 साल के ब्राह्मण को योगी आदित्यनाथ ने अपमान कर कार्यक्रम से भगा दिया। 
https://www.factcrescendo.com/clipped-video-of-akhilesh-yadav-not-accepting-buddha-idol-falsely-shared/amp/,MISSING CONTEXT,अखिलेश यादव ने बुद्ध की मूर्ति लेने से इनकार कर दिया।
https://www.factcrescendo.com/swami-prasad-maurya-was-not-beaten-by-people-in-malihabad/,MISLEADING,पूर्व मंत्री स्वामी प्रसाद मौर्य को लोगो ने मंच पे जाके लात घूंसों से पीटा मलिहाबाद में।”
https://www.factcrescendo.com/old-video-of-akhilesh-yadavs-visit-to-london-falsely-linked-to-up-elections/,MISSING CONTEXT,उत्तर प्रदेश में हो रहे चुनाव में अखिलेश यादव ने हार मान ली है और चुनाव के बाद वे लंदन जाने वाले है। 
https://www.factcrescendo.com/old-video-of-mayawati-suggesting-people-to-cast-their-vote-to-bjp-and-not-muslims/,MISSING CONTEXT,"आज बहन जी ने सच बोल ही दीया। मुसलमान कट्टरपंथी हैं, चुनाव ना जीत जाए इसलिए मैने अपना वोट BJP को ट्रांसफर कर दिया। “मायावती"
https://www.factcrescendo.com/clipped-video-of-yogi-adityanath-saying-akhilesh-yadav-can-do-anything-viral/,MISSING CONTEXT,योगी बाबा बोले यही तो खूबी हैं अखिलेश यादव कुछ भी कर सकते हैं। यूपी में 10 मार्च को अखिलेश आएंगे।“
https://www.factcrescendo.com/video-of-people-beating-sp-leader-vipin-manothiya-valmiki-being-falsely-shared/,MISSING CONTEXT, दक्षिण मेरठ के सपा उम्मीदवार मोहम्मद आदिल चौधरी हिंदुओं को धमका रहे थे तो हिंदुओं ने उन्हें पीटा। 
https://www.factcrescendo.com/pm-modis-statement-on-congress-shared-as-modi-admitting-his-divide-and-loot-policy/,MISSING CONTEXT,पीएम मोदी ने अपने ही मुँह से मान लिया कि वे लोगों में फूट डालकर लूटने का काम करते हैं।
https://www.factcrescendo.com/clipped-video-of-rahul-gandhi-stating-that-demonetisation-is-beneficial/,MISSING CONTEXT,राहुल गांधी नोटबंदी को फायदेमंद बता रहे है।
https://www.factcrescendo.com/old-video-of-navjot-singh-sidhu-criticizing-rahul-gandhi-revived-after-cm-candidate-announcement/amp/,MISSING CONTEXT,"नवजोत सिंह सिद्धू बोल रहे है कि “राहुल बाबा स्कूल जाओ, स्कूल, ‘स्कूल में जाकर पढ़ना सीखो और राष्ट्रद्रोह के बीच का अंतर सीखो"
https://www.factcrescendo.com/old-video-of-bjp-mla-jai-mangal-kanojia-clashing-with-public-revived-with-misleading-claim/,MISSING CONTEXT,भाजपा नेता जय मंगल कनौजिया से हिसाब मांगते गांव वाले 5 वर्षों तक कुछ नहीं किया अब वोट लेने आए हैं।
https://www.factcrescendo.com/bsp-chief-mayawati-said-we-will-vote-bjp-to-defeat-samajwadi-party/,MISSING CONTEXT,सपा को हराने के लिए बसपा समर्थक बीजेपी को वोट देंगे।
https://www.factcrescendo.com/ravi-kishan-saying-it-will-be-an-insult-if-yogi-adityanath-campaigns-in-gorakhpur/amp/,MISSING CONTEXT,"योगी जी नामांकन पर्चा भर के चल दिये प्रचार करते तो बहुत बेज्जती होती, गोरखपुर हार रहे हैं योगी।“"
https://www.factcrescendo.com/old-video-of-bjp-mla-beaten-by-localities-in-up-viral-as-recent/,MISSING CONTEXT,उत्तर प्रदेश के महाराजगंज में जब विधायक चुनाव जीतने के सालों बाद लोगों से मिलने गये तो उनका गुस्सा फुटा और उन्होंने विधायक की पीटाई कर दी
https://www.factcrescendo.com/abp-video-talking-about-sps-good-work-in-up-is-not-fully-shown/amp/,MISSING CONTEXT,"अपराध, बेरोजगारी, महंगाई समाजवादी पार्टी के समय कम थी और योगी सरकार के समय बढ़ गई।"
https://www.factcrescendo.com/old-video-of-evm-tampering-in-mp-viral-as-recent/amp/,MISSING CONTEXT,भाजपा द्वारा ईवीएम मशीन के साथ छेड़छाड़ की गयी। 
https://www.factcrescendo.com/old-video-of-police-lathicharge-anti-caa-protest-in-lucknow-viral-with-false-claim/,MISSING CONTEXT,वर्तमान में शिक्षक भर्ती उम्मीद्वारों पर हुए लाठीचार्ज का यह वीडियो है।
https://www.factcrescendo.com/akhilesh-yadav-did-not-say-uttar-pradesh-needs-yogi-sarkar-to-prosper/amp/,MISSING CONTEXT,अब और क्या चाहिए। जब खूद अखिलेश यादव जी कह रहे हैं कि उत्तर प्रदेश को खूशहाली‌ के रास्ते पर ले जाना है तो योगी सरकार बनेगी।
https://www.factcrescendo.com/old-video-of-rajasthan-gov-providing-rs-2-lakh-to-farmers-viral-as-recent/,MISSING CONTEXT,आज से 9 फरवरी तक हर ज़िले में कर्जमाफी शिबीर लगाकर किसानों का कर्ज माफ किया जायेगा।“ 
https://www.factcrescendo.com/old-video-of-police-lathi-charging-on-women-in-lucknow-viral-as-recent/amp/,MISSING CONTEXT,प्रदर्शनकारी गर्भवती महिला के पेट पर पुलिस ने लाथ मारी।
https://www.factcrescendo.com/clipped-video-of-kanhaiya-kumar-talking-about-corona-viral-with-a-false-claim/amp/,MISSING CONTEXT, कन्हैया कुमार राहुल गांधी को मूर्ख कह रहे है।
https://www.factcrescendo.com/old-video-of-pm-modi-announcing-janata-curfew-viral-as-recent/,MISSING CONTEXT,हाल ही में बढ़ते कोरोना संक्रमण को ध्यान में रखते हुये प्रधानमंत्री ने अभी जनता कर्फ्यू का ऐलान किया है।
https://www.factcrescendo.com/deepika-padukone-did-not-cry-after-the-boycott-pathan-trends-on-social-media/,MISLEADING,दीपिका पादुकोणकी एक वीडियो साझा करते हुए दावा कर रहे है कि पठान फिल्म को लेकर चल रहे विरोध को देखकर दीपिका पादुकोण दुखी होकर रो पड़ी। 
https://www.factcrescendo.com/clipped-video-of-rahul-gandhi-saying-that-hindi-wont-be-useful-out-of-india/,MISSING CONTEXT,हिंदी भाषा पर सवाल उठाने से पहले राहुल गांधी को याद रखना चाहिए अटल जी और मोदी जी ने UN में भी हिंदी में भाषण दिया था।“
https://www.factcrescendo.com/clipped-video-of-shah-rukh-khan-saying-when-pakistan-wins-he-thinks-his-father-has-won/amp/,MISSING CONTEXT,मैं भी एक पठान हूं जब पाकिस्तान जीतता है तो मुझे लगता है कि मेरा वालिद जीत गया “- शाहरुख़ खान।  
https://www.factcrescendo.com/edited-video-shared-as-ashok-gehlot-saying-electricity-can-be-taken-out-from-water/,MISSING CONTEXT,शोक गहलोत ने एक वरिष्ट राजनीतिज्ञ होने के बावजूद पानी से बिजली निकल जाएगी वाली बात कही।
https://www.factcrescendo.com/clipped-video-of-pm-modi-eknath-shinde-at-vande-bharat-inauguration-falsely-shared/,MISSING CONTEXT,वंदे भारत एक्सप्रेस को हरि झंडी दिखाते समय फोटो के लिये प्रधानमंत्री मुख्यमंत्री एकनाथ शिंदे को समाने से हटा रहे है।
https://www.factcrescendo.com/104-blood-on-call-helpline-number-is-not-for-the-entire-country/,MISLEADING,पूरे भारत में ‘ब्लड ऑन कॉल’ सेवा के तहेत 104 टोल फ्री नंबर लॉन्च किया गया है।
https://www.factcrescendo.com/clipped-video-of-akbaruddin-owaisi-claiming-to-swipe-out-congress-with-pm-modi-falsely-shared/amp/,MISSING CONTEXT,अकबरुद्दीन ओवैसी कह रहे है कि वे प्रधानमंत्री नरेंद्र मोदी के साथ मिलकर कांग्रेस को नष्ट करेंगे।
https://www.factcrescendo.com/video-of-rahul-gandhi-speaking-even-while-mic-was-off-shared-with-a-false-claim/amp/,MISSING CONTEXT,राहुल गांधी का मज़ाक बना रहे है कि भाषण देते समय राहुल गांधी को समझ ही नहीं आया कि उनका माइक बंद हो गया है। और वे बोलते ही जा रहे है।
https://www.factcrescendo.com/old-video-of-isudan-gadhvis-roadshow-viral-as-recent/,MISSING CONTEXT,"AAP के गुजरात CM उम्मीदवार के रोड शो की तस्वीरें, मानो पूरा गुजरात उमड़ आया।"
https://www.factcrescendo.com/old-video-of-pooja-tomar-winning-the-medal-viral-as-recent/,MISSING CONTEXT,"भारत की बेटी पूजा तोमर के “मिक्सड मार्शल आर्ट में विश्व चैंपियन बनने” पर उनको, उनके पुरे परिवार को और सभी देश वासियों को हार्दिक शुभकामनाएं व बधाई"
https://www.factcrescendo.com/old-video-of-gujarat-and-himachal-pradesh-election-result-shared-as-recent/,MISSING CONTEXT,"चुनाव नतीजे: गुजरात में कांग्रेस आगे, हिमाचल में बीजेपी आगे।"
https://www.factcrescendo.com/clipped-video-shared-to-claim-rahul-gandhi-said-i-want-power-and-a-seat-instead-of-truth/,MISSING CONTEXT,"वीडियो में राहुल गाँधी कहते है कि “मुझे सत्ता चाहिए, सच्चाई से मुझे कुछ लेना देना नहीं। सच्चाई जाए भाड़ में, मुझे कुर्सी मिला जाए बस।”"
https://www.factcrescendo.com/old-video-of-gujarat-and-himachal-pradesh-election-results-viral-as-recent/,MISSING CONTEXT,यह गुजरात और हिमाचल प्रदेश के चुनाव के एक्जिट पोल के आंकड़ें है।
https://www.factcrescendo.com/old-photo-of-pm-modi-and-indian-air-force-marshal-arjan-singh-viral-with-as-recent/,MISSING CONTEXT,"भारत के इतिहास में पहले प्राइम मिनिस्टर,माननीय PM NARENDRA MODI ने फिल्ड मार्शल अर्जुन सिंह जी को खुद अपने हाथों से चाय परोसा और पाँव छूकर उनका आशीर्वाद  लिया।"
https://www.factcrescendo.com/video-clip-of-the-kerala-story-film-teaser-viral-with-a-false-claim/,MISSING CONTEXT,यह  शालिनी उन्नीकृष्णन  लव जिहाद का शिकार हुई धर्म परिवर्तन कर फातिमा बा बन गई। इन्हें ISIS की सेक्स स्लेव बनने के लिए सीरिया-ईराक भेज दिया गया। और ऐसा करने वाली यह अकेली नहीं है।
https://www.factcrescendo.com/clipped-video-of-ashok-gehlot-saying-that-people-in-rajasthan-are-suffering/,MISSING CONTEXT,मुख्यमंत्री जी खुद कह रहे हैं कि जनता त्रस्त है राजस्थान के अंदर। तो इस्तिफा क्यो नही दे देते जनता जिसके राज्य में सुखी रह सकें उन्हें कमान सौंपे ताकि हम सरकार वापस रिपीट कर सकें।“
https://www.factcrescendo.com/old-photos-passed-off-as-low-pollution-level-in-delhi-during-diwali-2022/,MISSING CONTEXT,ताजा दृश्य धौलाकुआँ (दक्षिण दिल्ली) का है! मैंने आज तक दिवाली वाले दिन दिल्ली को इतना साफ नही देखा।  दिल्ली के 2 करोड़ लोगों को बधाई
