url,verdict,claim_text
https://www.factcrescendo.com/video-of-people-in-italy-bursting-crackers-on-new-year-passed-off-as-delhis/amp/,MISLEADING,यह वीडियो दिल्ली का है जहां पटाखों पर प्रतिबंध होने के बावजूद लोगों ने पटाखे जलाये और केजरीवाल सरकार को जवाब दिया।
https://www.factcrescendo.com/2016-video-of-a-football-fan-linked-to-a-recent-india-pakistan-cricket-match-in-the-t20-world-cup/amp/,MISLEADING,यह वीडियो भारत-पाकिस्तान टी-20 वर्ल्ड कप मैच का है। भारत की जीत के पल को देखकर पाकिस्तानी ने अपना टीवी तोड़ दिया।
https://www.factcrescendo.com/clipped-video-of-jp-nadda-claiming-that-he-lied-about-existence-of-bjp-in-1951-52/amp/,MISSING CONTEXT,"झूठ का अड्डा, जेपी नड्डा। इन्हें ये भी नहीं पता की भाजपा का गठन कब हुआ? राष्ट्रीय अध्यक्ष हैं भाजपा के।“"
https://www.factcrescendo.com/hardik-patel-called-pm-modi-as-feku-in-2016-before-he-joined-bjp/,MISLEADING,भाजपा नेता हार्दिक पटेल ने प्रधानमंत्री मोदी को ‘फेंकू’ कहा और आम आदमी पार्टी के नेता अरविन्द केजरीवाल की तारीफ करते हुए नज़र आ रहे है।
https://www.factcrescendo.com/clashes-between-two-groups-during-durga-visarjan-in-bilaspur-viral-with-a-communal-claim/amp/,MISSING CONTEXT,"बिलासपुर में दुर्गा विसर्जन के दिन मुस्लिमों ने हिंदुओं पर लाठी, डंडे व रॉड से हमला किया। "
https://www.factcrescendo.com/clipped-video-of-arvind-kejriwal-misstating-lord-krishnas-name-instead-of-arjuns-viral/amp/,MISSING CONTEXT,अरविंद केजरीवाल महाभारत के एक प्रसंग के बारें में बता रहे है। वे कह रहे है कि युद्ध के समय श्रीकृष्ण से मदद मांगने के लिये दुर्योधन और श्रीकृष्ण गये। दुर्योधन उनके सिरहाने बैठ गये और श्रीकृष्ण उनके पांव के पास बैठ गये। 
https://www.factcrescendo.com/false-news-about-yogi-adityanath-didnt-bow-down-to-mahatma-gandhis-statue-viral/,MISSING CONTEXT,योगी आदित्यनाथ ने श्रद्धांजली देते समय महात्मा गांधी को हाथ जोड़कर नमन नहीं किया।
https://www.factcrescendo.com/old-video-of-farooq-abdullah-singing-bhajan-viral-as-recent/amp/,MISSING CONTEXT, भाजपा की सरकार आने के बाद ऐसा परिणाम हुआ है कि अब फारूक अबदुल्ला भी माता का भजन गा रहे है।
https://www.factcrescendo.com/scripted-video-of-a-school-hm-throwing-a-reporter-out-of-the-class-viral-on-the-internet/,MISSING CONTEXT,बिना एचएम के परमिशन के क्लास में घुसने वाले पत्रकार को शिक्षिका ने क्लास से बाहर निकाला.. “शिक्षकों के सम्मान में…
https://www.factcrescendo.com/anupriya-patel-is-not-supporting-bharat-jodo-yatra/amp/,MISSING CONTEXT,अनुप्रिया पटेल भाजपा से नाता तोड़कर कांग्रेस की ‘भारत जोड़ो यात्रा’ के समर्थन में खुलकर सामने आ गई हैं।
https://www.factcrescendo.com/video-claiming-rahul-gandhi-refused-to-perform-arti-falsely-shared/,MISSING CONTEXT,नौधरी राहुल गांधी आरती करने से मना करते हुए
https://www.factcrescendo.com/scripted-video-of-a-school-girl-being-kidnapped-viral-as-real/amp/,MISSING CONTEXT,बच्ची को किडनैप कर ले जा रहे थे और उसे 20 लाख रूपये में बेचने वाले थे। 
https://www.factcrescendo.com/clipped-video-of-bjp-workers-talking-about-aap-viral-with-a-false-claim/,MISSING CONTEXT,भाजपा समर्थक अब आम आदमी पार्टी को समर्थन दे रहै हैं।
https://www.factcrescendo.com/scripted-video-of-school-teachers-confronting-a-reporter-viral-on-the-internet/amp/,MISSING CONTEXT, बिहार में सरकारी विद्यालय की शिक्षिका ने वहाँ की शिक्षा व्यवस्था को बदनाम कर रहे पत्रकारों को फटकार लगायी।
https://www.factcrescendo.com/clipped-video-of-rahul-gandhi-shared-to-falsely-claim-that-he-made-an-anti-hindu-statement/amp/,MISSING CONTEXT,राहुल गांधी हिंदुओं को बाहर निकालना चाहते है।
https://www.factcrescendo.com/scripted-video-of-a-maulvi-touching-a-woman-inappropriately-viral-as-real-incident/,MISSING CONTEXT,सभी हिंदू भाइयों से हाथ जोड़कर प्रार्थना है मजारों पर माथा टेकने ना जाए। नहीं तो फिर यही होना है और फिर सारी जिंदगी बाहर रोना ही है।
https://www.factcrescendo.com/old-video-of-congress-freedom-march-in-bangalore-linked-to-bharat-jodo-yatra/,MISSING CONTEXT,यह वीडियो कांग्रेस के भारत जोड़ो यात्रा का है। 
https://www.factcrescendo.com/clipped-video-of-bhagwant-mann-falsely-shared/,MISSING CONTEXT,जो वे कहते है वो वे करते है और जो वे नहीं कर सकते वह वे कह देते है।
https://www.factcrescendo.com/defence-minister-rajnath-singh-is-not-questioning-pm-modi-on-inflation/,MISLEADING,राजनाथ सिंह मंहगाई को लेकर प्रधानमंत्री मोदी की असफलता के बारें में बात कर रहे है।
https://www.factcrescendo.com/clipped-video-of-bhagwant-mann-going-viral-with-a-false-claim/,MISSING CONTEXT,अगर किसी की शान के खिलाफ कोई लफ्ज़ उनके मूँह से निकल गया हो तो वो आदमी उनसे जाकर माफी मांग ले।
https://www.factcrescendo.com/clipped-video-of-rahul-gandhi-during-book-release-viral-with-a-false-claim/amp/,MISSING CONTEXT,जब रिपोर्टर ने राहुल गांधी को किताब के पीछे का कवर दिखाने बोला तो वे खुद घुम गये और उन्होंने
https://www.factcrescendo.com/clipped-video-of-ashok-gehlot-drinking-holy-water-with-his-mask-on-viral/,MISSING CONTEXT,मुख्यमंत्री ने वहाँ के पूजारी द्वारा दिये गये चरणामृत को मस्त पहनकर ही पी लिया। 
https://www.factcrescendo.com/video-of-cm-shivraj-singhs-comment-on-his-teacher-is-clipped/,MISSING CONTEXT,"ये अपने गुरूजी के सिर पर पैर रखते थे। वाह ! शिवराज, एक नंबरी लफ़्फ़ाज़।“"
https://www.factcrescendo.com/clipped-video-of-rahul-gandhi-measuring-flour-in-litres-viral-on-the-internet/amp/,MISSING CONTEXT,आटे का भाव पहले 22 रूपये लीटर था और अब 40 रूपये है। 
https://www.factcrescendo.com/scripted-video-of-a-man-marrying-his-daughter-in-law-viral-on-the-internet/,MISSING CONTEXT,शोसल मिडिया पर हो रहा वीडियो वायरल ससुर ने की अपने ही बेटे की बहू से शादी।”
https://www.factcrescendo.com/video-of-bharat-mata-offering-namaz-in-lucknow-school-is-clipped/amp/,MISSING CONTEXT,लखनउ के एक विद्यालय में स्वतंत्रता दिवस के मौके पर प्रस्तूत मंचन में भारत माता का किरदार निभा बच्ची के मुकूट को निकाल कर उससे नमाज पढ़वाई गई। 
https://www.factcrescendo.com/old-video-of-lalu-prasad-calling-nitish-kumar-ghatiya-and-scandalous-viral/,MISSING CONTEXT,लालू प्रसाद यादव को ये कहते हुये सुन सकते है कि नीतीश कुमार इतना घटिया और स्कैंडलस मास्टर है और डिवोर्स होने के बाद से वह पागल हो गया है।
https://www.factcrescendo.com/old-video-of-aamir-khan-accepting-his-fault-for-the-movie-not-liked-by-people-viral/,MISSING CONTEXT,काफ़ी दर्द हुआ सुनकर लाल सिंह चड्ढा सुपर फ्लोप हो गई आमिर खान ने खुद स्वीकार किया। यह सब सभी सनातनियो की एकता का कमाल है। 
https://www.factcrescendo.com/clipped-video-of-amit-shah-speaking-about-cisf-viral-with-a-false-claim/amp/,MISSING CONTEXT,सीआईएसएफ से औद्योगिक इकाइयों की सुरक्षा करने का काम निकाल कर प्राइवेट सिक्योरिटी एजेंसी को सौंपा जायेगा ऐसा अमित शहा ने बोला।  
https://www.factcrescendo.com/scripted-video-showing-a-reporter-confronting-a-gov-school-teacher-viral-on-the-internet/,MISSING CONTEXT,डियो जरूर देखिये हसी भी आएगी पर हमारी शिक्षा का स्तर कहा पहुचा गया है। रिपोर्टर भाई को भी सैल्यूट अगर मूड फ्रेश ना हो जाए तब कहना।
https://www.factcrescendo.com/scripted-video-showing-a-burqa-clad-woman-kidnapping-a-kid-viral/amp/,MISSING CONTEXT,बुर्का पहना हुआ यह शख्स बच्चे को किडनैप कर ले जा रहा है।
https://www.factcrescendo.com/clipped-video-showing-pm-modi-ignoring-ram-nath-kovind-at-his-farewell-ceremony/,MISSING CONTEXT,विदाई समारोह में प्रधानमंत्री मोदी ने रामनाथ कोविंद को नज़र अंदाज़ कर दिया। 
https://www.factcrescendo.com/video-of-people-chasing-a-buffalo-is-from-pakistan/amp/,MISSING CONTEXT,एक जानवर के लिए इतने हथियार निकले हैं और हथियारों की कैटेगरी पर भी ध्यान दीजिए। आप कहा हो? क्या हैं आपकी आने वाली पीढ़ियों का भविष्य
https://www.factcrescendo.com/old-video-of-miscreants-threatening-yati-narsinghanand-viral-as-recent/amp/,MISSING CONTEXT,जयपुर के घाटगेट पर एक बार फिर यति नरसिंहानंद का सिर धड से अलग करने की धमकी दे रहे है।
https://www.factcrescendo.com/scripted-video-of-a-panipuri-seller-mixing-harpic-in-water-viral-on-the-internet/,MISSING CONTEXT, एक मुस्लिम आदमी पानीपुरी के पानी को स्वादिष्ट बनाने के लिये उसमें हारपिक मिला रहा है।
https://www.factcrescendo.com/scripted-video-showing-an-old-man-marrying-his-two-daughters-viral/,MISSING CONTEXT, यह आदमी हिंदू है और इसने अपनी ही दोनो बेटियों से जबरन शादी की।
https://www.factcrescendo.com/clipped-video-of-digvijay-singh-talking-about-cow-beef-viral-with-a-false-claim/amp/,MISSING CONTEXT,दिग्विजय सिंह बोलते है कि “हिंदू धर्म का हिंदूत्व से कोई नाता नहीं है। गाय जो है ऐसा पशु है कि खुदके मल में लोट लेती है। वो कहा से हमारी माता हो सकती है और उसके गोमांस खाने में कोई खराबी नहीं है।
https://www.factcrescendo.com/old-video-of-indians-protesting-in-london-against-pakistan-is-viral-as-recent/amp/,MISSING CONTEXT, हाल ही में लंदन में स्थित हिंदुओं ने पाकिस्तान के सभी रेस्तरां का बहिष्कार करने का निर्णय लिहा है।
https://www.factcrescendo.com/old-video-of-people-protesting-for-human-rights-of-kashmiris-in-la-viral-as-recent/,MISSING CONTEXT,वर्तमान में प्रधानमंत्री मोदी के अमेरिका दौरे के समय लोगों ने उनके खिलाफ विरोध प्रदर्शन किया था।
https://www.factcrescendo.com/old-video-of-police-beating-a-don-in-gujarats-bhavnagar-viral-as-recent/amp/,MISSING CONTEXT,भुपेंद्र पटेल के मुख्यमंत्री बनने के बाद का यह दृश्य है जब गुजरात पुलिस खुलेआम अपराधियों को सज़ा दे रही है।
https://www.factcrescendo.com/modi-did-not-say-that-he-is-a-thief/,MISSING CONTEXT,"जब मैं छोटी चोरी करता था, तब अगर मेरी माँ ने रोका होता, तो मैं इतना बड़ा लूटेरा ना बनता"
https://www.factcrescendo.com/clipped-video-of-rahul-gandhi-suggesting-to-replace-indian-army-with-farmers/,MISSING CONTEXT,राहुल गाँधी ने चीन सीमा पर भारतीय सेना की जगह मजदूरों और किसानों को तैनात करने का सुझाव दिया है
https://www.factcrescendo.com/clipped-video-of-arvind-kejriwals-statement-about-farm-bills/,MISSING CONTEXT,अरविंद केजरीवाल कृषि कानूनों के समर्थन में है व उनके फायदे बता रहे है
https://www.factcrescendo.com/rahul-gandhis-clipped-video-on-farmers-loan-waiver-viral-on-internet/,MISSING CONTEXT,किसान का कर्ज़ा माफ नहीं करना चाहिए क्योंकि अगर कर्ज़ा माफ किया तो किसान की आदत खराब हो जाएगी। 
https://www.factcrescendo.com/old-video-of-farmers-throwing-tomatoes-during-lockdown-shared-as-recent/amp/,MISSING CONTEXT,दक्षिण भारत के इन किसानों को दलाल सही दाम नहीं दे रहे इसलिए वे टमाटर फेंक रहे है।
https://www.factcrescendo.com/video-of-farmers-protesting-in-india-day-parade-in-hicksville-viral-as-recent/,MISSING CONTEXT,मोदी का अमेरिका में भी किसान विरोध कर रहे है
https://www.factcrescendo.com/old-video-of-terrorists-playing-football-with-severed-heads-in-syria-passed-off-as-recent/amp/,MISSING CONTEXT, कटे हुये सिर से फुटबॉल खेल रहे लोग तालिबानी आतंकी है।
https://www.factcrescendo.com/old-video-of-a-bjp-councillor-thrashing-a-cop-viral-in-the-name-of-anil-upadhyay/,MISSING CONTEXT,पुलिसकर्मी को पीटने वाला शख्स भा.ज.पा विधायक अनिल उपाध्याय है
https://www.factcrescendo.com/bjp-bengal-shares-clipped-video-of-tmc-candidate-kaushani-mukherjee/,MISSING CONTEXT,कौसानी मुखर्जी ने लोगों को धमकी दी है कि अगर वे टीएमसी को वोट नहीं देते हैं तो उनकी मां और बहनों के साथ बुरा व्यवहार किया जाएगा
https://www.factcrescendo.com/clipped-video-on-amit-shah-speaking-about-bjps-political-intention/amp/,MISSING CONTEXT,"अमित शाह ने कहा - ये सरकार देश में ऐसी चल रही है जो केवल झूठ और झूठ के आधार पर चल रही है, ये झूठ का पर्दाफाश करने के लिए आज आपको यहाँ पर बुलाया है"
https://www.factcrescendo.com/clipped-video-of-pm-modi-speaking-about-poor-people-viral-on-the-internet/,MISSING CONTEXT," पीएम मोदी ने कहा - गरीब को सिर्फ सपने दिखाओ, झूठ बोलो, उसे आपस में लड़ाओ और राज करो"
https://www.factcrescendo.com/priyanka-gandhis-clipped-video-linked-to-rahul-gandhi-viral-on-internet/amp/,MISSING CONTEXT,"जो चार्टड प्लेन से घूमते है और चुनाव में आपके सामने साइकिल चलाते है, उनसे सावधान! बहन जी ने बताई अपने भाई की कहानी"
https://www.factcrescendo.com/in-this-incident-in-maharashtra-the-claim-of-the-accused-being-a-muslim-is-fake-there-is-no-communal-angle/amp/,MISLEADING,"35 साल के हाफ़िज़ बेग ने 6 साल की मासूम का, रेप किया फिर निर्ममता से उसकी हत्या कर दी, हाफ़िज़ को अरेस्ट करने गयी महाराष्ट्र पुलिस पर वहां के नमाजी मुसलमानों ने ईंट पत्थरों लाठीयों से हमला कर दिया, 17 पुलिसकर्मी गंभीर रूप से घायल, भीड़ का कहना था कि 6 साल की बच्ची से रेप जायज़ है, आपके दो शब्द इन इंसानी जानवरो के लिए ?"
https://www.factcrescendo.com/claim-of-selling-popcorn-mixed-with-urine-is-false-old-incident-is-viral-with-fake-claim/amp/,MISLEADING,"बेंगलुरु में एक पॉपकॉर्न स्टॉल के शांतिप्रिय मालिक को नमक की जगह पेशाब से पॉपकॉर्न बनाते रंगे हाथों पकड़ा गया!

"
https://www.factcrescendo.com/jaffrabad-murder-video-does-not-show-muslims-killing-a-hindu-man/,MISSING CONTEXT,"ह्मपुरी सीलमपुर दिल्ली दिन दहाड़े यह तो शुरुआत है आगे आगे हिन्दुओं देखो क्या होता है तुम्हारे साथ और दो राष्ट्रविरोधी पार्टियों को वोट, सभंल जाओ अभी मौका है|”

"
https://www.factcrescendo.com/this-picture-of-women-carrying-sacks-is-from-islamabad-not-india/amp/,MISSING CONTEXT,"500 हो या 8500 ,या हो राशन लाइन में हमेशा ताजमहल और लाल किले की मालकिने ही खड़ी रहती है, सड़क पर धरना देने के लिए ही सिर्फ बैठती है।"
https://www.factcrescendo.com/he-claim-of-pm-modi-ignoring-joe-biden-is-false-the-person-seen-in-the-video-is-a-staff-member/amp/,MISLEADING,"बाईडेन से हाथ न मिलाकर मोदी जी ने अमेरिका को उसकी औकात  दिखा दी, हमारे चुनावों में दखल अंदाजी का नतीज़ा तो औकात दिखादी दुनिया के सामने…"
https://www.factcrescendo.com/did-pm-modi-sit-down-before-the-national-anthem-was-over-during-oath-taking-ceremony-in-odisha-claim-is-fake/amp/,MISLEADING,बैठने की इतनी जल्दी है कि राष्ट्रगान खत्म भी नहीं हुआ और सत्ता की सनक मे कुर्सी को ही सब कुछ मान बैठा आदमी बीच मे हीं बैठ गये !!भक्तों जय श्री राम लिखे बिना कोई आगे नहीं जायेगा
https://www.factcrescendo.com/madhavi-lata-gave-this-statement-related-to-muslim-community-not-after-the-election-results-but-during-the-campaign/amp/,MISLEADING,चुनाव हारते ही औकात समझ में आ गई ___ 
https://www.factcrescendo.com/the-woman-being-escorted-by-digvijay-singhs-guards-had-not-come-to-ask-him-for-rs-8500-the-claim-is-fake/amp/,MISLEADING,"जब एक महिला दिग्विजय सिंह के पास 8500 रुपये खटाखट खटाखट मांगने गयी, टकाटक टकाटक गालिया और दुत्कार कर भगाया फटाफट फटाफट.."
https://www.factcrescendo.com/video-of-old-meeting-of-dk-shivakumar-and-chandrababu-naidu-goes-viral-linking-it-to-2024-lok-sabha-elections/amp/,MISSING CONTEXT,"असली खेल अब शुरू होगा। डीके शिवकुमार जी और चंद्रबाबू नायडू की मुलाकात हुई। बात चीत भी हुई अब देखना है कितने दिन ,मोदी सरकार टिकती है !"
https://www.factcrescendo.com/this-viral-video-of-a-girl-smoking-a-cigarette-inside-a-temple-is-scripted/amp/,MISSING CONTEXT,"बॉयफ्रेंड से मोबाइल पर बात करते हुए, मंदिर में रखी आरती से सिगरेट जलाकर मंदिर में ही पीने लगी। फिसलकर गिरी तो हड्डी टूट गई। क्या किसी अन्य धार्मिक स्थल पर, इस तरह का TRRISM फैलाती तो सुरक्षित होती? घटना – मंदिर CC-TV FOOTAGE में केद

"
https://www.factcrescendo.com/om-prakash-rajbhars-viral-statement-against-bjp-is-old/amp/,MISSING CONTEXT,भारतीय जनता पार्टी का बाजा न बाजवा दिया तो मेरा भी नाम ओम प्रकाश राजभर नहीं।
https://www.factcrescendo.com/this-statement-of-chandrababu-naidu-about-pm-modi-is-from-5-years-ago/amp/,MISSING CONTEXT,सभी नेता नरेंद्र मोदी से बेहतर हैं– चंद्रबाबू नायडू 
https://www.factcrescendo.com/pm-did-not-refuse-to-accept-rose-during-greeting-incomplete-video-goes-viral/amp/,MISSING CONTEXT,मोदी को कंगना ने गुलाब दिया तो उन्होंने हाथ जोड़ कर इसे लेने से इंकार कर दिया
https://www.factcrescendo.com/the-claim-of-a-hindu-man-being-attacked-by-a-mob-in-pakistan-for-applying-tilak-is-fake/amp/,MISLEADING," समाचार पाकिस्तान से, सरगोधा पाकिस्तान एक हिंदू मंदिर से वापस आ रहा था कसूर सिर्फ इतना था माथे पर उसने गलती से “तिलक” लगा लिया शांति दूतो ने उसे पीट पीट कर मार डाला । काफिर हिंदू…."
https://www.factcrescendo.com/%e0%a4%b6%e0%a4%bf%e0%a4%b5%e0%a4%9c%e0%a5%80-%e0%a4%a8%e0%a5%87-%e0%a4%95%e0%a4%b9%e0%a4%be-%e0%a4%9c%e0%a5%8b-%e0%a4%9a%e0%a4%be%e0%a4%b9%e0%a5%87-%e0%a4%95%e0%a4%b0-%e0%a4%b2%e0%a5%8b-%e0%a4%95/,TRUE,"शिवजी ने कहा – जो चाहे कर लो, केवल इस पाठ से ही मिलेगी दुखों रोगों से मुक्ति"
https://www.factcrescendo.com/%e0%a4%a4%e0%a4%a5%e0%a5%8d%e0%a4%af-%e0%a4%95%e0%a5%80-%e0%a4%9c%e0%a4%be%e0%a4%82%e0%a4%9a-%e0%a4%95%e0%a5%8d%e0%a4%af%e0%a4%be-%e0%a4%9c%e0%a4%b5%e0%a4%be%e0%a4%b9%e0%a4%b0%e0%a4%b2%e0%a4%be/,MISLEADING,इस पोस्ट में इस यूजर्स ने कहा है की नेहरू ने पत्नी कमला के साथ बड़ा ही दुर्भाग्यपूर्ण व्यवहार किया और उन्हें परदेस में अकेले मरने के लिए छोड़ दिया
https://www.factcrescendo.com/%e0%a4%a4%e0%a4%a5%e0%a5%8d%e0%a4%af-%e0%a4%95%e0%a5%80-%e0%a4%9c%e0%a4%be%e0%a4%82%e0%a4%9a-%e0%a4%95%e0%a5%8d%e0%a4%af%e0%a4%be-%e0%a4%86%e0%a4%82%e0%a4%a7%e0%a5%8d%e0%a4%b0%e0%a4%aa%e0%a5%8d/,MISLEADING,अमित शाह को अनुपस्थिति के कारण (कथनों के अनुसार) उन्हें अपनी जनसभा को रद्द करना पड़ा
https://www.factcrescendo.com/%e0%a4%a4%e0%a4%a5%e0%a5%8d%e0%a4%af-%e0%a4%95%e0%a5%80-%e0%a4%9c%e0%a4%be%e0%a4%82%e0%a4%9a-%e0%a4%95%e0%a5%87%e0%a4%82%e0%a4%a6%e0%a5%8d%e0%a4%b0%e0%a5%80%e0%a4%af-%e0%a4%ae%e0%a4%82%e0%a4%a4/,MISLEADING,"राहुल गांधी ने नितिन गडकरी द्वारा दिए गए बयान, “जो घर नहीं संभाल सकता ,वह देश क्या संभालेगा” को ट्वीट करते हुए नितिन गडकरी को यह कहकर शाबाशी दी है कि वह अकेले तमाम भारतीय जनता पार्टी मे एक है जिनके पास हिम्मत है"
https://www.factcrescendo.com/deo-of-up-deputy-cm-keshav-mauryas-protest-goes-viral-with-misleading-claims/amp/,MISLEADING,"कौशांबी में डिप्टी सीएम केशव प्रसाद मौर्य का भारी विरोध,विरोध को देखते हुए विनोद सोनकर को लेकर गेस्ट हाउस से तत्काल निकले केशव प्रसाद मौर्य…"
https://www.factcrescendo.com/old-video-of-haryana-goes-viral-by-linking-it-to-the-recent-punjab-lok-sabha-elections/amp/,MISLEADING,पंजाब में आम आदमी पार्टी के विरोध में लाउड स्पीकर लगाकर लोग सड़कों पर उतरे ।
https://www.factcrescendo.com/this-video-of-police-lathi-charge-has-nothing-to-do-with-lok-sabha-elections/amp/,MISSING CONTEXT,"कानपुर, साहेब बच्चे को लग जाएगी, बच्चे को लग जाएगी साहब. पुलिस की मार खाता ये व्यक्ति चीखता रहा लेकिन खाकी के नशे में चूर इन पुलिस वालों ने एक ना सुनी। अगर बच्चे को कुछ हो जाता तो इसकी जिम्मेदारी कौन लेता। लोकसभा चुनाव 2024।"
https://www.factcrescendo.com/kharge-did-not-talk-about-ending-congress-edited-video-viral/,MISSING CONTEXT,कांग्रेस अध्यक्ष मल्लिकार्जुन खड़गे द्वारा कांग्रेस का अंतीम संस्कार तय है। 
https://www.factcrescendo.com/muslim-community-in-karnataka-openly-claims-cow-slaughter-on-the-road-is-fake/amp/,MISSING CONTEXT,कर्नाटक में मुस्लिम समुदाय द्वारा खुले आम गौ हत्या 
https://www.factcrescendo.com/mayawati-did-not-appeal-to-vote-for-bjp-the-viral-video-is-incomplete/amp/,MISSING CONTEXT,हिंदुओ से मायावती की अपील बीजेपी को वोट दे
https://www.factcrescendo.com/old-video-of-modi-slogans-raised-for-rahul-gandhi-after-filing-nomination/,MISSING CONTEXT,रायबरेली से फार्म भरकर राहुल गाँधी अयोध्या राम मंदिर दर्शन के लिए आये है। वायनाड चुनाव के दौरान यह कभी मंदिर नहीं गये।राम भक्तों ने इनके बहुरूपिए पन का दिया जबाब*मोदी मोदी* के नारे लगाकर विरोध किया। *ऐसे बहुरूपियो से सावधान रहें।*
https://www.factcrescendo.com/incomplete-video-of-kharge-distributing-money-to-muslims-goes-viral/,MISSING CONTEXT,भगवान ने आपको बुद्धि और सुनने की शक्ति दी है तो इस बंदे को सुन लो जो कि इतना स्पष्ट बोल रहा है। उनकी पार्टी से क्या उम्मीद लगा सकता है भारत यह तो खुले आम हिंदू मुस्लिम को लडवा रहे हैं फिर कोई नहीं रहेगा।
https://www.factcrescendo.com/video-of-2023-karnataka-assembly-elections-goes-viral-as-the-voting-of-recent-lok-sabha-elections/,MISSING CONTEXT,हालिया लोकसभा चुनाव के वोटिंग के दौरान एक शख्स ने PM मोदी पर गुस्सा जाहिर करते हुए ईवीएम को जमीन पर पटक दिया।
https://www.factcrescendo.com/raveena-tandons-2012-video-goes-viral-linking-it-to-the-recent-lok-sabha-elections-2024/,MISSING CONTEXT,अभिनेत्री रवीना टंडन ने कहा कि इस बार लोकसभा चुनाव 2024 में कांग्रेस जीतेगी । 
https://www.factcrescendo.com/bjp-leader-claiming-to-change-the-constitution-after-winning-400-seats-is-clipped/amp/,MISSING CONTEXT,भाजपा आरक्षण और संविधान खत्म करने की कसम खा चुकी है। संविधान बदलने के अपने प्रण को सभी भाजपा नेता लगातार दोहरा रहे हैं। राजस्थान के मंत्री किरोड़ीलाल मीणा को सुनें– “मोदी जी 400 पार करेंगे तो आरक्षण ख़त्म करेंगे और #संविधान को भी बदल देंगे 
https://www.factcrescendo.com/ec-did-not-challenge-political-parties-to-hack-evms-viral-video-is-old/amp/,MISSING CONTEXT,भारतीय चुनाव आयोग का भारत की सभी राजनीतिक पार्टियों को ओपन चैलेंज का आयोजन किया है।  EVM मशीनो को हैक करके दिखाए। नही तो हारने के डर से EVM के नाम से रोना छोड़ दे है क्या हिम्मत।
https://www.factcrescendo.com/video-of-modi-yogi-sloganeering-in-akhilesh-yadavs-road-show-is-one-year-old/amp/,MISSING CONTEXT,अखिलेश यादव के रोड शो में मोदी और योगी के नारे लगाए गए 
https://www.factcrescendo.com/adani-groups-claim-of-supplying-thousands-of-cows-to-arab-countries-is-fake-video-is-not-from-india/,MISSING CONTEXT,"गुजरात, अडानी के पोर्ट पर *हजारों गाय* 🐄 ट्रको में खड़ी है। *अरब के देशों* में जाने के लिए, जिन्हे वहां काटा जाएगा, कहा मर गए भक्तों..?? गधों को याद दिला दूं की गौ मांस का धंधा करने वालो से ही भाजपा ने चंदा लिया है। सब पैसे का खेल है।"
https://www.factcrescendo.com/video-of-a-temple-in-andhra-pradesh-goes-viral-as-ram-temple-claim-is-fake/amp/,MISLEADING,राम मंदिर का दरवाजा खुलते हुए. कर लो श्री राम जी का दर्शन. कितना प्यारा है भाई. जय श्री राम लिख के जाना सभी भाई।
https://www.factcrescendo.com/did-the-new-york-times-recently-publish-an-article-making-fun-of-pm-modi-before-the-lok-sabha-elections/amp/,MISLEADING,"इलेक्टोरल बॉन्ड पर इंटरनेशनल मीडिया दा न्यू यॉर्क टाइम्स बता रहा है कि राजा नं गा हो चुका है, मोदी का परिवार"
